#{"env_id": 1, "t_start": 1534924858.3933766}
r,l,t
-100,100,10404.683093
-100,100,10406.834983
-100,100,10408.991777
-100,100,10411.239416
-100,100,10413.386781
-100,100,10415.5752
-99.552535,100,10417.751548
-100,100,10419.994016
-95.068507,100,10422.263265
-93.184025,100,10424.467726
-99.354242,100,10426.649327
-8.872624,100,10428.214601
-33.166974,100,10429.770297
-89.466844,100,10431.962732
-100,100,10434.120643
-100,100,10436.23559
-77.000948,100,10438.410862
-50.332955,100,10439.96982
-94.692428,100,10442.127451
-100,100,10443.691112
-98.679187,100,10445.932821
-100,100,10448.074519
-100,100,10450.221562
-81.311425,100,10452.397351
-93.175967,100,10454.558712
-100,100,10456.672892
-56.529889,100,10458.840233
-95.602946,100,10461.083323
-100,100,10463.250088
-90.858871,100,10465.452555
-99.70286,100,10467.00379
-68.781365,100,10469.136514
-100,100,10471.343886
-100,100,10473.500575
-100,100,10475.679875
-100,100,10477.897291
-57.14232,100,10480.112187
-100,100,10482.269479
-100,100,10484.426376
-90.723016,100,10486.597153
-84.468158,100,10488.141261
-100,100,10489.681861
-98.741408,100,10491.866727
-93.636606,100,10493.995436
-88.496071,100,10495.550178
-79.844492,100,10497.092132
-100,100,10498.664359
-100,100,10500.786506
-68.37281,100,10502.921743
-100,100,10504.487591
-79.118362,100,10506.60829
-64.453246,100,10508.163538
-100,100,10510.305292
-94.438511,100,10512.472559
-100,100,10514.035624
-95.057468,100,10516.123869
-100,100,10517.656949
-99.783536,100,10519.807171
-99.951105,100,10521.939844
-100,100,10524.132179
-99.668946,100,10526.323623
-97.190346,100,10528.491934
-36.743599,100,10530.732952
-98.872172,100,10532.895372
-100,100,10535.022139
-100,100,10537.242658
-100,100,10539.38185
-78.706587,100,10541.548726
-99.849285,100,10543.105316
-34.135067,100,10545.237153
-100,100,10547.330835
-93.361301,100,10549.463571
-59.191298,100,10551.594532
-95.910572,100,10553.197183
-100,100,10555.384812
-100,100,10557.517148
-88.167933,100,10559.703285
-98.675189,100,10561.244936
-78.331033,100,10563.44346
-100,100,10565.631501
-99.751684,100,10567.797262
-100,100,10569.974113
-71.488318,100,10572.147396
-100,100,10574.295738
-100,100,10576.483818
-99.965155,100,10578.6708
-99.54428,100,10580.817114
-100,100,10585.021057
-100,100,10587.231649
-100,100,10589.441427
-85.061725,100,10591.638067
-82.001154,100,10593.245959
-99.721573,100,10594.832391
-100,100,10597.003891
-95.124231,100,10599.221292
-100,100,10601.389561
-56.848555,100,10603.607068
-66.424022,100,10605.199921
-97.35472,100,10607.375871
-94.30025,100,10609.620389
-100,100,10611.806258
-100,100,10614.012192
-100,100,10616.179267
-1.161292,100,10618.347644
-100,100,10619.895817
-45.272636,100,10621.995458
-100,100,10624.179269
-92.214449,100,10626.363581
-100,100,10628.525835
-39.040768,100,10630.717219
12.166461,100,10632.951772
-99.17655,100,10634.507581
-92.479887,100,10636.697518
-100,100,10638.909175
-100,100,10641.123066
-100,100,10643.321535
-69.716972,100,10645.528008
-99.110329,100,10647.679441
-100,100,10649.91241
-89.367145,100,10652.108919
-97.246668,100,10653.67609
-99.462088,100,10655.917945
-96.695216,100,10658.094236
-99.682752,100,10660.278548
-100,100,10662.404696
-96.158553,100,10664.586501
-89.890399,100,10666.774728
-88.508197,100,10668.349465
-100,100,10670.538066
-88.194757,100,10672.743436
-100,100,10674.293167
-99.966144,100,10676.516641
-90.078978,100,10678.109378
-100,100,10680.267173
-75.22371,100,10682.40993
-54.348514,100,10683.968675
-100,100,10686.166523
-84.543929,100,10688.29056
-98.504959,100,10689.847897
-100,100,10692.035271
-99.971774,100,10694.21412
-99.993811,100,10696.40818
-98.214651,100,10698.524033
-63.265816,100,10700.699494
-100,100,10702.902469
-100,100,10705.041785
-68.923705,100,10707.133765
-95.807221,100,10708.672944
-99.590255,100,10710.798771
-100,100,10712.926538
-99.977045,100,10715.068666
-100,100,10717.231991
-99.785654,100,10719.399994
-97.962472,100,10721.590431
-100,100,10723.772263
-100,100,10725.947284
-100,100,10728.108763
-100,100,10730.273642
-100,100,10732.472013
-97.521972,100,10734.621408
-99.585196,100,10736.78723
-94.309797,100,10739.043298
-98.211741,100,10741.154038
-100,100,10743.297994
-100,100,10745.519473
-100,100,10747.654669
-100,100,10749.806573
-99.990567,100,10751.993573
-100,100,10754.160968
-98.054925,100,10756.348627
-100,100,10758.471442
-99.854446,100,10760.654822
-84.012318,100,10762.852548
-100,100,10765.055972
-78.754812,100,10767.185654
-95.22152,100,10768.727767
-99.386601,100,10770.911648
-100,100,10773.067615
-100,100,10775.227018
-100,100,10777.400479
-97.491751,100,10779.556731
-100,100,10781.767238
-100,100,10783.924994
-100,100,10786.053172
-82.300939,100,10788.20151
-100,100,10790.42203
-89.864174,100,10792.611985
-100,100,10797.003454
-100,100,10799.281592
-100,100,10801.512615
-100,100,10803.725243
-100,100,10805.976248
-96.417323,100,10808.197218
-97.492493,100,10810.395694
-100,100,10812.532005
-100,100,10814.705804
-80.75793,100,10816.873747
-99.777664,100,10819.085775
-100,100,10821.339341
-76.284149,100,10823.475887
-100,100,10825.026524
-100,100,10827.175811
-94.57608,100,10829.315074
-96.41746,100,10831.439561
-100,100,10833.637582
-99.48985,100,10835.785813
-100,100,10837.903464
-99.051042,100,10840.088798
-97.306521,100,10842.289168
-100,100,10844.473607
-99.751292,100,10846.627168
-100,100,10848.766969
-96.764034,100,10850.926944
-100,100,10853.094438
-100,100,10855.25821
-99.52749,100,10857.441087
-93.912591,100,10859.619397
-100,100,10861.740923
-96.486353,100,10863.92876
-100,100,10866.069075
-100,100,10868.27897
-100,100,10870.404221
-100,100,10872.579606
-100,100,10874.770928
-94.79135,100,10876.870138
-100,100,10878.410247
-100,100,10880.583892
-95.714323,100,10882.812472
-85.114595,100,10884.952836
-100,100,10887.208958
-100,100,10889.343762
-98.340068,100,10891.555939
-97.74254,100,10893.727202
-100,100,10895.882621
-100,100,10898.098585
-100,100,10900.246929
-99.706138,100,10902.433363
-100,100,10904.569672
-75.814164,100,10906.770638
-98.942312,100,10908.32388
-90.095365,100,10910.501245
-91.889675,100,10912.054498
-87.94651,100,10913.592619
-69.751909,100,10915.868798
-100,100,10918.049112
-100,100,10920.300413
-99.521684,100,10922.49793
-91.093611,100,10924.692906
-96.891313,100,10926.830215
-90.362937,100,10929.045717
-100,100,10930.551995
-99.748312,100,10932.719433
-99.593258,100,10934.956951
-100,100,10937.105892
-100,100,10939.287822
-98.206523,100,10941.487189
-100,100,10943.620746
-100,100,10945.81119
-100,100,10947.969681
-98.553113,100,10950.18406
-84.403067,100,10952.347439
-100,100,10954.547473
-99.785668,100,10956.735863
-95.80911,100,10958.920802
-94.764623,100,10960.48152
-97.910961,100,10962.6284
-99.571294,100,10964.83606
-70.313978,100,10966.99593
-96.855637,100,10969.188335
-100,100,10971.369355
-94.571531,100,10973.548892
-81.912839,100,10975.675661
-99.04165,100,10977.862927
-100,100,10980.038283
-100,100,10982.242274
-99.845936,100,10984.392053
-92.741068,100,10986.556831
-100,100,10988.738651
-100,100,10990.883926
-94.195413,100,10993.091417
-93.103118,100,10995.239205
-100,100,10996.792473
-98.785467,100,10999.021441
-51.975915,100,11001.194839
-100,100,11002.754566
-100,100,11004.946061
-100,100,11007.166093
-58.558352,100,11011.420054
-100,100,11013.601748
-98.418412,100,11015.787153
-100,100,11017.894527
-97.23462,100,11020.048815
-99.580282,100,11022.178745
-100,100,11023.738909
-100,100,11025.919727
-100,100,11028.056676
-97.784491,100,11030.213548
-100,100,11031.723219
-97.446093,100,11033.859051
-97.502289,100,11036.054921
-82.204511,100,11038.289883
-100,100,11040.468194
-75.883185,100,11042.625661
-91.380251,100,11044.157581
-100,100,11045.714288
-96.721958,100,11047.88207
-100,100,11050.099859
-72.81118,100,11052.250653
-92.039971,100,11054.406623
-69.152189,100,11056.634123
-50.770008,100,11058.82107
-99.468226,100,11060.998409
-100,100,11063.119629
-100,100,11065.272372
-100,100,11067.493532
-99.447004,100,11069.641973
-79.659044,100,11071.832818
-94.15927,100,11073.387786
-98.267581,100,11074.928897
-100,100,11077.143014
-90.582089,100,11079.299767
-100,100,11081.42995
-99.798776,100,11083.650373
-69.980587,100,11085.802222
-98.966624,100,11087.956742
-91.712659,100,11090.102173
-95.642259,100,11091.650467
-99.81229,100,11093.845125
-100,100,11095.988275
-100,100,11098.173652
-100,100,11100.358034
-3.111105,100,11102.540739
-90.124828,100,11104.815308
-44.34052,100,11106.982087
-100,100,11109.313305
-96.407572,100,11111.54175
-99.737051,100,11113.753171
-99.133896,100,11115.936006
-82.740587,100,11118.326383
-92.821924,100,11120.509273
-100,100,11122.708249
-100,100,11124.854094
-73.749721,100,11127.081643
-98.331696,100,11128.685414
-88.020574,100,11130.952015
-100,100,11133.148998
-95.887724,100,11135.281594
-90.627604,100,11137.496439
-99.80589,100,11139.704439
-100,100,11141.869214
-99.827391,100,11144.11721
-98.087174,100,11146.315772
-100,100,11148.564269
-100,100,11150.834846
-99.353212,100,11153.013316
-99.722395,100,11155.226721
-91.9715,100,11157.393146
-72.194537,100,11159.530898
-100,100,11161.075016
-100,100,11163.264357
-100,100,11165.476793
-99.90212,100,11167.670144
-96.541645,100,11169.85587
-100,100,11172.059548
-79.061175,100,11174.248437
-88.183873,100,11176.463029
-97.070978,100,11178.64441
-100,100,11180.807227
-98.909121,100,11183.03868
-100,100,11185.208468
-100,100,11187.383324
-87.903405,100,11189.59182
-93.92318,100,11191.197381
-94.219001,100,11193.348171
-45.385255,100,11195.579352
-98.863998,100,11197.788251
-98.669075,100,11200.0182
-22.775849,100,11202.250713
-94.025119,100,11203.808468
-87.927012,100,11205.353646
-55.43207,100,11206.915478
-96.379445,100,11208.471133
-96.453012,100,11210.646431
-100,100,11212.887016
-100,100,11215.066438
-99.707499,100,11217.210157
-84.879804,100,11219.38958
-100,100,11223.582816
-100,100,11225.776946
-97.876053,100,11227.979956
-81.398525,100,11230.156469
-49.481642,100,11231.728829
-100,100,11233.915728
-99.981718,100,11236.095148
-95.176642,100,11238.291676
-100,100,11240.514126
-78.106301,100,11242.687999
-99.270676,100,11244.973095
-100,100,11247.183966
-100,100,11249.372914
-94.614218,100,11251.552392
-90.384675,100,11253.72831
-98.297697,100,11255.258937
-100,100,11257.455851
-98.485438,100,11259.677373
-100,100,11261.895444
-100,100,11264.119678
-96.811983,100,11266.346683
-100,100,11268.585323
-74.705752,100,11270.753843
-97.409938,100,11272.322219
-99.062985,100,11274.490081
-99.901434,100,11276.684993
-100,100,11278.956662
-97.257178,100,11281.164221
-99.577871,100,11283.377626
-84.494695,100,11285.661367
-35.77009,100,11287.81566
-80.130131,100,11290.007563
-100,100,11292.2506
-81.32154,100,11294.479096
-91.998219,100,11296.026725
-97.844785,100,11298.203532
-100,100,11300.436785
-100,100,11302.584626
-100,100,11304.7865
-96.302366,100,11307.036904
-97.503188,100,11309.225297
-99.761935,100,11311.538969
-97.092699,100,11313.162286
-90.140623,100,11315.512631
-98.126202,100,11318.017273
-97.452811,100,11320.460007
-24.697154,100,11323.067972
-100,100,11325.478457
-99.841445,100,11327.791311
-79.923859,100,11330.01889
-82.526601,100,11332.237199
-98.694995,100,11334.463667
-100,100,11336.624431
-88.282996,100,11338.861452
-100,100,11341.515093
-73.501233,100,11343.745097
-100,100,11345.927145
-99.878797,100,11348.118137
-100,100,11350.312043
-93.851249,100,11352.532968
-99.411833,100,11354.71294
-100,100,11356.909305
-100,100,11359.145324
-100,100,11361.368307
-100,100,11363.586749
-100,100,11365.720541
-100,100,11367.91539
-100,100,11370.118165
-96.638196,100,11372.314078
-91.410409,100,11374.49503
-100,100,11376.058469
-99.229779,100,11378.258842
-70.0037,100,11380.441667
-100,100,11382.630829
-100,100,11384.890918
-95.996133,100,11387.049175
-98.617009,100,11389.230506
-100,100,11391.487617
-90.940944,100,11393.691828
-17.688853,100,11395.890628
-100,100,11397.488265
-66.066381,100,11399.673649
-99.468415,100,11401.909657
-100,100,11404.077065
-100,100,11406.262962
-99.965008,100,11408.597695
-99.025993,100,11410.901356
-100,100,11413.144339
-96.238209,100,11415.357843
-100,100,11416.957273
-100,100,11419.162322
-87.998927,100,11421.400401
-100,100,11423.579936
-85.585556,100,11426.087627
-100,100,11428.331666
-96.966131,100,11430.758139
-100,100,11433.040727
-97.180725,100,11435.269674
-79.199963,100,11437.801929
-89.008946,100,11439.652403
-94.054033,100,11443.595975
-100,100,11445.813445
-84.018513,100,11448.000312
-100,100,11450.184138
-100,100,11452.349973
-100,100,11454.568609
-100,100,11456.762016
-88.788846,100,11458.981762
-99.412358,100,11461.139176
-93.749,100,11463.309011
-99.865959,100,11465.452932
-87.506105,100,11467.687256
-100,100,11469.269179
-91.815384,100,11471.404621
-100,100,11473.610842
-100,100,11475.792332
-100,100,11478.02444
-100,100,11480.187765
-78.237195,100,11482.371212
-100,100,11483.932434
-88.582358,100,11486.095835
-100,100,11488.288237
-100,100,11490.495124
-23.048716,100,11492.661403
-100,100,11494.890021
-99.85445,100,11497.044949
-100,100,11499.219348
-100,100,11501.370707
-100,100,11503.556717
-94.674503,100,11505.753242
-100,100,11507.314073
-100,100,11509.473004
-100,100,11511.666409
-86.021387,100,11513.884828
-98.044645,100,11516.038571
-100,100,11518.210366
-96.311086,100,11520.337647
-99.538508,100,11522.541526
-100,100,11524.757961
-100,100,11526.911813
-64.715238,100,11529.082997
-100,100,11531.320622
-100,100,11533.535532
-85.344961,100,11535.748594
-100,100,11537.957488
-92.761912,100,11540.122317
-100,100,11542.314735
-24.838492,100,11544.480635
-98.26938,100,11546.04235
-100,100,11548.194587
-90.062768,100,11550.420638
-99.939602,100,11552.595428
-55.453316,100,11554.782594
-100,100,11556.318485
-100,100,11558.561582
-100,100,11560.773225
-100,100,11563.011225
-100,100,11565.227849
-85.016451,100,11567.446928
-98.899507,100,11569.634307
-97.555831,100,11571.877955
-95.837227,100,11574.141742
-89.921527,100,11576.361252
-100,100,11578.556216
-53.805837,100,11580.748063
-100,100,11583.021235
-98.366855,100,11585.201553
-100,100,11587.425118
-100,100,11589.667173
-91.511818,100,11591.8891
-100,100,11594.176201
-100,100,11596.400636
-90.56808,100,11598.639234
-100,100,11600.185904
-90.477966,100,11602.357683
-100,100,11604.500644
-98.715,100,11606.725615
-100,100,11608.977163
-8.84485,100,11611.213966
-98.646196,100,11612.752058
-98.375139,100,11615.025608
-100,100,11617.226946
-100,100,11619.446907
-99.93242,100,11621.668819
-99.458923,100,11623.92237
-100,100,11626.147346
-93.228954,100,11628.370876
-100,100,11630.547828
-97.831071,100,11632.750897
-100,100,11634.984896
-98.622214,100,11637.23299
-100,100,11639.414796
-92.480335,100,11641.591373
-100,100,11643.883176
-96.199766,100,11646.07812
-98.595281,100,11648.27709
-99.417656,100,11650.482961
-71.801683,100,11652.029075
-97.302227,100,11653.562207
-100,100,11655.75014
-99.89199,100,11660.151574
-82.203302,100,11662.409694
-49.692641,100,11664.679422
-85.383762,100,11666.93453
-99.864559,100,11668.457138
-84.099217,100,11670.708239
-100,100,11672.25736
-100,100,11674.465055
-97.338488,100,11676.618286
-100,100,11678.820607
-95.682156,100,11681.080342
-100,100,11682.616456
-100,100,11684.795834
-81.188392,100,11687.025353
-98.661202,100,11689.259381
-100,100,11691.531928
-100,100,11693.784985
-100,100,11695.953212
-100,100,11698.097021
-100,100,11700.250485
-91.372936,100,11702.466959
-46.769185,100,11704.682743
-100,100,11706.971438
-98.048927,100,11709.225437
-86.590417,100,11712.095785
-97.182258,100,11714.33789
-100,100,11716.609936
-100,100,11718.914179
-100,100,11721.254908
-100,100,11723.452555
-100,100,11725.644522
-99.931384,100,11727.945702
-100,100,11730.379163
-62.739137,100,11732.716729
-100,100,11735.049938
-98.855188,100,11737.567685
-99.999865,100,11739.97263
-98.390873,100,11742.443672
-100,100,11744.736439
-96.587464,100,11746.992027
-100,100,11749.303556
-80.753292,100,11751.55874
-96.231991,100,11753.811947
-100,100,11756.047669
-99.976274,100,11758.337023
-100,100,11760.576204
-100,100,11762.862595
-100,100,11765.115089
-96.345576,100,11767.414912
-99.417361,100,11769.711608
-99.87256,100,11771.960593
-96.225626,100,11774.189196
-97.672929,100,11776.450374
-95.674243,100,11778.683961
-90.024635,100,11781.092584
-100,100,11783.333155
-98.764651,100,11785.629424
-100,100,11787.862911
-100,100,11790.096038
-100,100,11792.376669
-100,100,11794.670322
-100,100,11796.941736
-99.871574,100,11799.176196
-100,100,11801.3942
-100,100,11803.678754
-100,100,11805.868673
-60.399351,100,11808.068919
-100,100,11809.641756
-100,100,11811.864685
-100,100,11814.057509
-99.807952,100,11816.259882
-100,100,11818.442006
-100,100,11820.678825
-88.990733,100,11822.860729
-93.570002,100,11825.06855
-97.723552,100,11827.271829
-100,100,11829.47507
-94.862193,100,11831.725538
-98.972003,100,11833.998897
-100,100,11836.154779
-100,100,11838.381354
-100,100,11840.571514
-99.241036,100,11842.724298
-100,100,11844.929719
-91.29706,100,11847.102028
-100,100,11849.439349
-62.528604,100,11851.908467
-100,100,11853.669305
-100,100,11855.939188
-76.281696,100,11858.096639
-100,100,11860.313797
-100,100,11862.533095
-100,100,11864.705334
-95.375209,100,11866.897082
-100,100,11869.078919
-99.756789,100,11871.286162
-100,100,11873.524384
-100,100,11875.727104
-99.200859,100,11877.978766
-100,100,11880.161137
-100,100,11884.605884
-100,100,11886.840706
-99.684568,100,11889.094279
-100,100,11891.331257
-98.909653,100,11893.561745
-99.929746,100,11895.177928
-100,100,11897.523771
-85.216519,100,11899.912919
-100,100,11902.184872
-95.950156,100,11904.448053
-73.546503,100,11906.046673
-99.807405,100,11908.316374
-96.842819,100,11910.576949
-93.617121,100,11912.763983
-98.459237,100,11914.350361
-100,100,11916.549952
-62.457443,100,11918.808239
-100,100,11920.342034
-100,100,11922.543449
-100,100,11924.702923
-100,100,11926.938335
-100,100,11929.114867
-86.216229,100,11931.297578
-100,100,11933.473629
-100,100,11935.62766
-97.22523,100,11937.823051
-100,100,11940.029652
-100,100,11942.205238
-100,100,11944.427018
-71.209519,100,11946.613168
-99.749037,100,11948.145631
-99.345536,100,11950.331571
-100,100,11952.5212
-99.31396,100,11954.698744
-100,100,11956.89623
-80.470517,100,11959.049783
-100,100,11961.234321
-100,100,11963.446584
-99.950701,100,11965.634762
-100,100,11967.827711
-100,100,11970.008897
-98.214639,100,11972.183729
-99.427321,100,11974.394511
-100,100,11976.60061
-94.830918,100,11978.781852
-100,100,11980.335319
-78.72389,100,11982.545647
-93.12769,100,11984.746285
-99.659495,100,11986.997758
-90.726769,100,11989.170325
-98.630324,100,11990.689487
-77.886363,100,11992.885
-99.502918,100,11994.446752
-99.453865,100,11996.656579
-100,100,11998.840716
-100,100,12001.056988
-100,100,12003.27892
-100,100,12005.480094
-99.758537,100,12007.689415
-100,100,12009.870079
-100,100,12012.06756
-98.124029,100,12014.30146
-100,100,12016.487562
-85.985591,100,12018.695054
-100,100,12020.241596
-99.481842,100,12022.460088
-100,100,12024.632543
-100,100,12026.822443
-99.933046,100,12029.053957
-100,100,12031.257861
-99.204729,100,12033.48374
-100,100,12035.665619
-75.054647,100,12037.870006
-99.769981,100,12040.048382
-99.960706,100,12042.20591
-97.379799,100,12044.426022
-74.12881,100,12046.679096
-74.886012,100,12048.197372
-100,100,12049.736395
-100,100,12051.938137
-100,100,12054.110019
-100,100,12056.262884
-100,100,12058.473942
-45.412641,100,12060.706149
-57.198687,100,12062.883769
-100,100,12065.066206
-98.818377,100,12067.235969
-99.844863,100,12069.421912
-100,100,12071.655714
-99.233468,100,12073.836888
-97.63972,100,12076.018567
-73.347248,100,12078.218978
-68.79373,100,12079.772829
-99.448543,100,12081.987692
-100,100,12084.173819
-100,100,12086.350895
-95.862078,100,12088.55774
-100,100,12090.723248
-53.239692,100,12092.923453
-55.907973,100,12095.125003
-100,100,12099.441775
-100,100,12101.623703
-100,100,12103.834176
-83.393611,100,12106.019267
-97.908566,100,12108.217085
-99.19495,100,12110.401457
-79.193538,100,12112.604024
-100,100,12114.823129
-99.949968,100,12117.029431
-100,100,12119.271823
-87.083307,100,12121.48487
-99.969159,100,12123.667564
-99.850689,100,12125.845502
-96.517649,100,12128.030345
-97.947651,100,12130.213925
-100,100,12132.46124
-100,100,12134.669938
-100,100,12136.852308
-86.302781,100,12139.111463
-100,100,12140.614406
-99.87786,100,12142.810768
-99.778975,100,12145.001287
-100,100,12147.194152
-95.956416,100,12149.377225
-100,100,12151.588885
-99.049544,100,12153.822183
-100,100,12156.024716
-100,100,12158.257739
-93.997674,100,12160.4727
-83.819868,100,12162.71038
-97.15171,100,12164.906348
-90.116836,100,12167.250105
-100,100,12169.498933
-100,100,12171.693787
-100,100,12173.911271
-100,100,12176.115461
-100,100,12178.317195
-100,100,12180.520506
-27.813604,100,12182.710107
-100,100,12184.8937
-100,100,12187.104646
-95.99893,100,12189.289446
-100,100,12191.470312
-98.922926,100,12193.722538
-87.893294,100,12195.945289
-48.4127,100,12197.527177
-100,100,12199.064369
-100,100,12201.26149
-100,100,12203.465143
-100,100,12205.693805
-95.997693,100,12207.930982
-99.013086,100,12210.13382
-99.887259,100,12212.349942
-90.88469,100,12214.577358
-98.882766,100,12216.110673
-91.856874,100,12218.309231
-100,100,12220.491135
-69.611428,100,12222.695922
-100,100,12224.277337
-91.643961,100,12226.478711
-99.997627,100,12228.69224
-100,100,12230.88737
-87.982898,100,12233.079067
-100,100,12235.294543
-99.309626,100,12237.469594
-99.742393,100,12239.628429
-100,100,12241.818242
-100,100,12244.033648
-98.829458,100,12246.245967
-99.941576,100,12248.473906
-99.638806,100,12250.679415
-100,100,12252.895155
-99.437766,100,12255.061121
-100,100,12257.31008
-82.082647,100,12259.565226
-34.578351,100,12261.098828
-88.723563,100,12262.669042
-98.44081,100,12264.891909
-100,100,12267.113709
-100,100,12269.315634
-100,100,12271.508327
-99.110589,100,12273.749753
-92.869432,100,12275.94101
-100,100,12278.150293
-75.215449,100,12280.334641
-100,100,12282.575587
-99.956902,100,12284.798051
-85.054044,100,12287.065277
-83.27629,100,12288.635505
-100,100,12290.83714
-100,100,12293.104814
-89.578184,100,12295.307166
-100,100,12296.839708
-99.09415,100,12299.045381
-100,100,12301.247119
-100,100,12303.449258
-100,100,12305.653781
-100,100,12307.888788
-94.4559,100,12310.065308
-94.805255,100,12312.326475
-98.363417,100,12316.606336
-97.046546,100,12318.869936
-97.475805,100,12321.116034
-99.078788,100,12323.339791
-99.482529,100,12325.540826
-86.612355,100,12327.738552
-96.188234,100,12329.255838
-100,100,12331.520559
-100,100,12333.773021
-99.675464,100,12335.943422
-98.336593,100,12338.177371
-17.128216,100,12340.392193
-100,100,12341.941856
-61.393734,100,12344.142534
-100,100,12346.34716
-92.294306,100,12348.604756
-99.833056,100,12350.136935
-95.416877,100,12352.394106
-100,100,12353.926502
-100,100,12356.155092
-100,100,12358.378091
-99.917994,100,12360.589889
-100,100,12362.812985
-55.498574,100,12365.034963
-98.038474,100,12366.584428
-74.262307,100,12368.782189
-52.675791,100,12370.978902
-99.983279,100,12372.516671
-67.740934,100,12374.77908
-84.369154,100,12377.020988
-97.597663,100,12379.223077
-100,100,12381.469149
-100,100,12383.670472
-99.505236,100,12385.871714
-90.242477,100,12388.084269
-100,100,12390.283153
-99.779836,100,12392.554593
-100,100,12394.779615
-100,100,12397.026673
-99.200829,100,12399.293579
-100,100,12401.498772
-96.958241,100,12403.686316
-92.063382,100,12405.890338
-82.999241,100,12408.102351
-100,100,12409.637555
-99.573613,100,12411.88455
-100,100,12414.080893
-98.124216,100,12416.293025
-99.339911,100,12418.576879
-99.405727,100,12420.809069
-31.084852,100,12423.052053
-100,100,12424.616583
-91.6188,100,12426.816849
-100,100,12428.349646
-100,100,12430.570669
-100,100,12432.803404
-100,100,12435.01156
-100,100,12437.210375
-85.923786,100,12439.419233
-99.122315,100,12441.643283
-66.065309,100,12443.823533
-67.96319,100,12446.069394
-90.014958,100,12448.259547
-100,100,12449.783217
-100,100,12451.330852
-97.190929,100,12453.566463
-97.193101,100,12455.788227
-100,100,12457.979866
-100,100,12460.246603
-100,100,12462.4798
-100,100,12464.673464
-85.511913,100,12466.887066
-98.330653,100,12469.132004
-99.805991,100,12471.371286
-99.607012,100,12473.56374
-97.847224,100,12475.798939
-92.003311,100,12478.026345
-95.843784,100,12479.531353
-100,100,12481.790772
-100,100,12483.996638
-64.793044,100,12486.238573
-98.161929,100,12488.460815
-99.169041,100,12490.698278
-95.546131,100,12492.962145
-100,100,12494.514925
-100,100,12496.733333
-100,100,12498.995322
-100,100,12501.242753
-98.695202,100,12503.490879
-100,100,12505.716953
-53.140291,100,12507.944776
-95.641303,100,12510.209717
-100,100,12512.42987
-87.945289,100,12514.651333
-98.736454,100,12516.169544
-100,100,12518.413405
-100,100,12520.617758
-100,100,12522.828787
-100,100,12525.059527
-100,100,12527.287315
-100,100,12531.671722
-100,100,12533.891622
-100,100,12536.134244
-100,100,12538.361905
-76.678234,100,12540.568038
-74.471483,100,12542.820104
-100,100,12544.338331
-97.32903,100,12546.782313
-25.253323,100,12549.0266
-100,100,12551.305661
-97.429332,100,12553.514899
-89.168381,100,12555.761018
-99.743651,100,12557.294512
-100,100,12559.525002
-98.555893,100,12561.756135
-40.468333,100,12564.005963
-100,100,12566.275949
-100,100,12568.469498
-100,100,12570.66318
-100,100,12572.879958
-89.761141,100,12575.123895
-60.661721,100,12576.677864
-35.882215,100,12578.210417
-94.437206,100,12579.750069
-100,100,12581.988252
-100,100,12584.265306
-99.331466,100,12586.529662
-98.374425,100,12588.764806
-99.208607,100,12591.031897
-100,100,12593.252525
-100,100,12595.490193
-100,100,12597.752927
-100,100,12599.968354
-100,100,12602.19039
-99.926584,100,12604.472472
-100,100,12606.694573
-89.245662,100,12608.9689
-62.854532,100,12611.199031
-97.549303,100,12613.391412
-98.018547,100,12615.636268
-92.822141,100,12617.878124
-100,100,12620.136214
-100,100,12622.399548
-96.14542,100,12624.61316
-99.975368,100,12626.903651
-92.645224,100,12629.122069
-92.19265,100,12631.35355
-98.384888,100,12633.597454
-96.00737,100,12635.822615
-100,100,12637.370148
-100,100,12639.600634
-98.074649,100,12641.873295
-63.899455,100,12644.118217
-30.515373,100,12645.642374
-98.44995,100,12647.191936
-99.820949,100,12649.416047
-100,100,12651.713572
-100,100,12653.95897
-80.466814,100,12656.219893
-100,100,12658.467356
-100,100,12660.729034
-84.11035,100,12663.006979
-58.077862,100,12665.249482
-100,100,12666.765476
-100,100,12668.993956
-100,100,12671.226257
-100,100,12673.440376
-99.426803,100,12675.707816
-52.378004,100,12677.921969
-88.87584,100,12679.440675
-67.043684,100,12681.666691
-100,100,12683.928954
-98.128337,100,12686.211412
-99.337865,100,12688.473079
-100,100,12690.722095
-100,100,12692.985475
-91.047014,100,12695.247023
-100,100,12697.473228
-97.98756,100,12699.705352
-100,100,12701.253424
-86.773417,100,12703.509363
-100,100,12705.730961
-89.321644,100,12708.005609
-33.643783,100,12710.273384
-92.512883,100,12711.80414
-97.356509,100,12713.35806
-46.10594,100,12714.890378
-100,100,12717.14098
-99.083007,100,12719.39988
-98.41854,100,12721.624559
-100,100,12723.837196
-100,100,12726.083502
-1.548596,100,12728.31558
-100,100,12729.863955
-97.317802,100,12732.076468
-96.245881,100,12734.315061
-100,100,12736.519232
-100,100,12738.788808
-95.17784,100,12740.988297
-99.55622,100,12743.243765
-89.800215,100,12747.667477
-99.678869,100,12749.90119
-94.889434,100,12752.145172
-99.902158,100,12754.378091
-88.940537,100,12756.629033
-100,100,12758.853379
-86.467966,100,12761.052367
-100,100,12763.291265
-99.022354,100,12765.528142
-99.874678,100,12767.750443
-98.073516,100,12770.023523
-94.718846,100,12772.318732
-85.778912,100,12774.506319
-100,100,12776.750405
